signal,start_month,end_month,months,total_return,cagr,annualized_return,annualized_volatility,sharpe,max_drawdown,hit_rate,best_month,worst_month,weighting,n_quantiles
value,2020-07-31,2020-12-31,6,0.16142310739379706,0.34890363438826344,0.3416947645686364,0.30564432823079357,1.1179489786266243,0.0,0.8333333333333334,0.1595595925925926,-0.1165262272727272,equal,5
