gvkey,datadate,portfolio_date,fyear,tic,cusip,conm,at,lt,book_equity,sales,gross_profit,operating_profit,gross_profitability,operating_profitability,asset_growth,seq,ceq,txditc,pstkrv,pstkl,pstk,sale,revt,cogs,xsga,xrd,capx,oancf,ib,dp
007799,2020-12-31,2021-06-30,2020.0,NATR,639027101,NATURES SUNSHINE PRODS INC,249.498,92.264,156.777,385.205,294.67199999999997,32.39799999999997,1.1810595676117643,0.2066502101711346,,155.386,155.386,1.391,0.0,0.0,0.0,385.205,385.205,90.533,262.274,1.5,4.905,37.659,21.337,10.743
007841,2020-12-31,2021-06-30,2020.0,CRMZ,225426105,CREDITRISKMONITOR.COM INC,18.693,15.991,3.035,15.732,9.706,-0.018000000000000682,0.519231797999251,-0.00593080724876464,,2.702,2.702,0.333,0.0,0.0,0.0,15.732,15.732,6.026,9.724,,0.288,1.212,-0.047,0.22
007849,2020-09-30,2021-03-31,2020.0,NJR,646025106,NEW JERSEY RESOURCES CORP,5569.802,3725.11,2038.634,1953.668,336.2769999999998,336.2769999999998,0.060375036670962424,0.16495211989989367,,1844.692,1844.692,193.942,0.0,0.0,0.0,1953.668,1953.668,1617.391,,,448.109,213.481,193.919,119.894
007851,2020-12-31,2021-06-30,2020.0,ETR3,29399X006,ENTERGY NEW ORLEANS,1938.906,1331.989,961.7260000000001,633.841,128.42400000000004,128.42400000000004,0.06623528938483869,0.13353491535011014,,606.917,606.917,354.809,0.0,0.0,0.0,633.841,633.841,505.417,,,224.228,64.024,49.338,64.012
007863,2020-12-31,2021-06-30,2020.0,NUVR,67075V100,NUVERA COMMUNICATIONS INC,168.577,80.956,104.609,64.911,37.015,27.161,0.21957325139253872,0.25964305174506974,,87.621,87.621,16.988,0.0,0.0,0.0,64.911,64.911,27.896,9.854,,12.003,21.244,9.836,12.143
007866,2020-12-31,2021-06-30,2020.0,NYT,650111107,NEW YORK TIMES CO  -CL A,2307.689,979.578,1325.517,1783.639,823.4169999999999,245.0669999999999,0.3568145447675142,0.1848840867374767,,1325.517,1325.517,0.0,0.0,0.0,0.0,1783.639,1783.639,960.222,578.35,132.428,34.451,297.933,100.103,62.136
007875,2020-12-31,2021-06-30,2020.0,NWL,651229106,NEWELL BRANDS INC,14700.0,10800.0,4288.0,9385.0,3442.0,1272.0,0.2341496598639456,0.2966417910447761,,3874.0,3874.0,414.0,0.0,0.0,0.0,9385.0,9385.0,5943.0,2170.0,144.0,259.0,1432.0,-770.0,357.0
007881,2020-12-31,2021-06-30,2020.0,NEM,651639106,NEWMONT CORP,41369.0,17490.0,25081.0,11497.0,6468.0,5890.0,0.15634895694843964,0.2348391212471592,,23008.0,23008.0,2073.0,0.0,0.0,0.0,11497.0,11497.0,5029.0,578.0,,1302.0,4882.0,2666.0,2666.0
007882,2020-12-31,2021-06-30,2020.0,NPKI,651718504,NPK INTERNATIONAL INC,709.192,221.16,501.4,492.625,77.53800000000001,-7.465999999999994,0.10933287459531411,-0.014890307140007965,,488.032,488.032,13.368,0.0,0.0,0.0,492.625,492.625,415.087,85.004,,15.794,55.791,-80.696,45.314
007906,2020-05-31,2020-11-30,2019.0,NKE,654106103,NIKE INC  -CL B,31342.0,23287.0,8054.7,37403.0,16962.0,3836.0,0.5411907344776976,0.4762436838119359,,8055.0,8055.0,,0.3,0.3,0.0,37403.0,37403.0,20441.0,13126.0,,1086.0,2485.0,2539.0,721.0
007908,2020-03-31,2020-09-30,2019.0,NTTYY,654624105,NTT INC,213881.155,107353.575,84861.94600000001,110586.856,29741.520999999993,29741.520999999993,0.13905629507190567,0.3504694671979357,,84209.089,84209.089,652.857,0.0,0.0,0.0,110586.856,110586.856,80845.335,,2090.018,17251.942,27835.904,7948.761,13474.203
007911,2020-10-31,2021-04-30,2020.0,NOBH,654892108,NOBILITY HOMES INC,59.825,8.884,50.941,41.612,12.310000000000002,7.326000000000002,0.2057668198913498,0.14381343122435764,,50.941,50.941,0.0,0.0,0.0,0.0,41.612,41.612,29.302,4.984,,0.318,6.913,5.984,0.18
007914,2020-12-31,2021-06-30,2020.0,NROM,655107100,NOBLE ROMANS INC,18.417,16.06,2.357,11.535,4.413,2.696,0.23961557256882227,1.1438268985999152,,2.357,2.357,0.0,0.0,0.0,0.0,11.535,11.535,7.122,1.717,0.0,2.085,1.676,-5.382,0.382
007921,2020-10-31,2021-04-30,2020.0,NDSN,655663102,NORDSON CORP,3674.656,1915.665,1825.9859999999999,2121.1,1246.297,566.937,0.33916018261301195,0.31048266525592205,,1758.991,1758.991,66.995,0.0,0.0,0.0,2121.1,2121.1,874.803,679.36,63.591,50.535,502.421,249.539,113.302
007922,2020-01-31,2020-07-31,2019.0,JWN,655664100,NORDSTROM INC,9737.0,8758.0,979.0,15524.0,6253.0,1477.0,0.6421895861148198,1.508682328907048,,979.0,979.0,0.0,0.0,0.0,0.0,15524.0,15524.0,9271.0,4776.0,0.0,935.0,1236.0,496.0,661.0
007923,2020-12-31,2021-06-30,2020.0,NSC,655844108,NORFOLK SOUTHERN CORP,37962.0,23171.0,21713.0,9789.0,4614.0,4614.0,0.12154259522680576,0.21249942430801824,,14791.0,14791.0,6922.0,0.0,0.0,0.0,9789.0,9789.0,5175.0,,,1494.0,3637.0,2013.0,1154.0
007938,2020-12-31,2021-06-30,2020.0,NC,629579103,NACCO INDUSTRIES  -CL A,476.179,175.555,318.17400000000004,128.432,26.966999999999985,-26.095000000000013,0.05663206483276244,-0.0820148723654353,,300.624,300.624,17.55,0.0,0.0,0.0,128.432,128.432,101.465,53.062,,44.368,-2.486,14.793,20.929
007951,2020-01-31,2020-07-31,2019.0,MOV,624580106,MOVADO GROUP INC,847.308,316.899,526.537,700.966,391.08,59.05899999999997,0.4615558923083459,0.11216495706854403,,526.537,526.537,,0.0,0.0,0.0,700.966,700.966,309.886,332.021,,12.713,32.07,42.699,16.191
007959,2020-10-31,2021-04-30,2020.0,NRT,659310106,NORTH EUROPEAN OIL RTY TR,0.65,0.184,0.466,4.05,4.05,3.283,6.23076923076923,7.045064377682403,,0.466,0.466,0.0,0.0,0.0,0.0,4.05,4.05,0.0,0.767,,0.0,,3.286,0.0
007965,2020-12-31,2021-06-30,2020.0,PGL2,662325000,NORTH SHORE GAS CO,638.4,462.9,236.8,170.2,46.999999999999986,46.999999999999986,0.07362155388471175,0.19847972972972966,,175.5,175.5,61.3,0.0,0.0,0.0,170.2,170.2,123.2,,,42.8,27.8,16.7,18.5
007970,2020-12-31,2021-06-30,2020.0,ES,30040W108,EVERSOURCE ENERGY,46099.598,31880.462,18158.905,8904.43,3021.714,3021.714,0.06554751301735863,0.16640397645122326,,14219.136,14063.566,4095.339,155.57,155.6,155.57,8904.43,8904.43,5882.716,,,2942.996,1682.572,1205.167,981.38
007974,2020-12-31,2021-06-30,2020.0,NI,65473P105,NISOURCE INC,22040.5,16202.7,6342.799999999999,4681.7,1744.1,1744.1,0.07913159864794356,0.27497319795673836,,5752.2,4872.2,1470.6,880.0,900.0,880.0,4681.7,4681.7,2937.6,,,1758.1,1104.0,-17.6,725.9
007977,2020-12-31,2021-06-30,2020.0,XEL,98389B100,XCEL ENERGY INC,53957.0,39382.0,19366.0,11526.0,4064.0,4064.0,0.07531923568767722,0.2098523184963338,,14575.0,14575.0,4791.0,0.0,0.0,0.0,11526.0,11526.0,7462.0,,,5369.0,2848.0,1473.0,1948.0
007978,2020-12-31,2021-06-30,2020.0,XEL1,665789004,NORTHERN STATES POWER/WI,2894.0,1826.0,1381.0,974.0,297.0,297.0,0.10262612301313062,0.21506154960173787,,1068.0,1068.0,313.0,0.0,0.0,0.0,974.0,974.0,677.0,,,238.0,202.0,107.0,156.0
007982,2020-12-31,2021-06-30,2020.0,NTRS,665859104,NORTHERN TRUST CORP,170003.9,158315.6,10803.4,6301.1,5975.8,3422.8,0.03515095830154485,0.31682618434937154,,11688.3,10803.4,,884.9,900.0,884.9,6301.1,6301.1,325.3,2553.0,,135.8,1896.8,1209.3,500.3
007985,2020-12-31,2021-06-30,2020.0,NOC,666807102,NORTHROP GRUMMAN CORP,44469.0,33890.0,10579.0,36799.0,8745.0,5332.0,0.19665384874856642,0.5040173929482938,,10579.0,10579.0,0.0,0.0,0.0,0.0,36799.0,36799.0,28054.0,3413.0,1100.0,1420.0,4305.0,3189.0,1267.0
007991,2020-12-31,2021-06-30,2020.0,TEX,880779103,TEREX CORP,3031.8,2110.3,921.5,3076.4,623.2000000000003,181.40000000000026,0.20555445609868733,0.1968529571351061,,921.5,921.5,,0.0,0.0,0.0,3076.4,3076.4,2453.2,441.8,58.9,64.5,225.4,9.0,44.1
007993,2020-12-31,2021-06-30,2020.0,NWN,66765N105,NORTHWEST NATURAL HLDNG CO,3756.379,2867.646,1208.0249999999999,773.679,252.034,252.034,0.06709493371142794,0.20863309948055714,,888.733,888.733,319.292,0.0,0.0,0.0,773.679,773.679,521.645,,,273.016,143.02,70.273,103.683
007994,2020-12-31,2021-06-30,2020.0,WMB2,667748008,NORTHWEST PIPELINE CORP,2231.528,1091.133,1140.395,449.482,314.41700000000003,314.41700000000003,0.1408976270967696,0.2757088552650617,,1140.395,1140.395,0.0,0.0,0.0,0.0,449.482,449.482,135.065,,,72.394,283.918,151.086,112.004
008001,2020-12-31,2021-06-30,2020.0,NWE,668074305,NORTHWESTERN ENRGY GROUP INC,6389.449,4310.354,2550.872,1198.67,425.24800000000005,425.24800000000005,0.0665547216982247,0.16670691434144877,,2079.095,2079.095,471.777,0.0,0.0,0.0,1198.67,1198.67,773.422,,,405.762,352.149,155.215,179.644
008007,2020-12-31,2021-06-30,2020.0,WFC,949746101,WELLS FARGO & CO,1955163.0,1769243.0,163751.0,80303.0,58211.0,20137.0,0.029772965220802562,0.12297329481957361,,184887.0,164626.0,,21136.0,21082.0,20261.0,80303.0,80303.0,22092.0,38074.0,,0.0,2051.0,3301.0,
008020,2020-12-31,2021-06-30,2020.0,NVO,670100205,NOVO NORDISK A/S,23441.699,13198.633,10647.774000000001,20534.011,18058.204999999998,9590.711999999998,0.7703454003056689,0.9007246021562814,,10243.066,10243.066,404.708,0.0,0.0,0.0,20534.011,20534.011,2475.806,8467.493,2501.039,942.216,8403.277,6815.986,910.027
008030,2020-12-31,2021-06-30,2020.0,NUE,670346105,NUCOR CORP,20125.394,8893.533,11385.104000000001,20139.658,3013.416000000001,2416.575000000001,0.14973202512209208,0.21225761310568625,,10788.665,10788.665,596.439,0.0,0.0,0.0,20139.658,20139.658,17126.242,596.841,,1543.219,2696.877,721.47,785.466
008060,2020-12-31,2021-06-30,2020.0,NEWT,652526203,NEWTEKONE INC,840.979,501.626,350.759,92.201,50.31799999999999,50.31799999999999,0.05983264742639232,0.14345462268965298,,339.353,339.353,11.406,0.0,0.0,0.0,92.201,92.201,41.883,,,0.01,17.763,33.619,0.402
008068,2020-12-31,2021-06-30,2020.0,OXY,674599105,OCCIDENTAL PETROLEUM CORP,80064.0,61491.0,15924.0,17809.0,6488.0,5492.0,0.08103517186251,0.3448882190404421,,18573.0,8811.0,7113.0,9762.0,9762.0,9762.0,17809.0,17809.0,11321.0,996.0,,2535.0,3955.0,-13533.0,12652.0
008073,2020-12-31,2021-06-30,2020.0,OBCI,674631106,OCEAN BIO-CHEM INC,47.896,7.989,40.287,55.561,24.756,13.517,0.5168698847502923,0.3355176607838757,,39.907,39.907,0.38,0.0,0.0,0.0,55.561,55.561,30.805,11.239,0.054,1.837,6.207,9.617,1.354
008079,2020-12-31,2021-06-30,2020.0,OII,675232102,OCEANEERING INTERNATIONAL,2045.842,1487.685,555.0870000000001,1827.889,348.9559999999999,153.2609999999999,0.1705684016654267,0.27610266498765035,,552.094,552.094,2.993,0.0,0.0,0.0,1827.889,1827.889,1478.933,195.695,,60.687,136.647,-496.751,160.873
008087,2020-03-31,2020-09-30,2019.0,ITI,46564T107,ITERIS INC,101.957,38.83,63.317,114.117,48.78800000000001,-1.9469999999999885,0.47851545259275985,-0.03075003553548002,,63.127,63.127,0.19,0.0,0.0,0.0,114.117,114.117,65.329,50.735,8.597,0.468,-3.827,-5.61,2.34
008092,2020-03-31,2020-09-30,2019.0,VTOL,11040G103,BRISTOW GROUP INC,1945.261,1369.26,449.26,1242.986,273.6700000000001,124.62000000000006,0.14068549156128668,0.2773894849307752,,576.27,426.485,22.775,149.785,149.785,149.785,1242.986,1242.986,969.316,149.05,,77.689,-108.379,-697.186,114.605
008099,2020-12-31,2021-06-30,2020.0,FE,337932107,FIRSTENERGY CORP,44464.0,37227.0,10332.0,10790.0,3383.0,3383.0,0.07608402302986686,0.32742934572202864,,7237.0,7237.0,3095.0,0.0,0.0,0.0,10790.0,10790.0,7407.0,,,2657.0,1423.0,1003.0,1221.0
008102,2020-12-31,2021-06-30,2020.0,AEP5,677415002,OHIO POWER,8710.4,6017.7,3647.7999999999997,2749.1,680.2999999999997,680.2999999999997,0.07810203894195442,0.18649597017380332,,2692.7,2692.7,955.1,0.0,0.0,0.0,2749.1,2749.1,2068.8,,,813.2,410.9,271.4,276.6
008105,2020-07-31,2021-01-31,2020.0,ODC,677864100,OIL DRI CORP AMERICA,235.882,87.918,148.138,283.227,89.74599999999998,24.45399999999998,0.3804698959649315,0.16507580769282681,,148.138,148.138,0.0,0.0,0.0,0.0,283.227,283.227,193.481,65.292,2.765,14.74,42.462,18.9,13.923
008113,2020-12-31,2021-06-30,2020.0,OGE,670837103,OGE ENERGY CORP,10718.8,7087.0,4911.3,2122.3,918.9000000000001,918.9000000000001,0.08572787998656567,0.18709913872090894,,3631.8,3631.8,1279.5,0.0,0.0,0.0,2122.3,2122.3,1203.4,,,650.5,712.8,-173.7,391.3
008123,2020-12-31,2021-06-30,2020.0,OLN,680665205,OLIN CORP,8270.9,6820.1,1894.0,5758.0,891.6999999999998,483.1999999999998,0.10781172544704927,0.25512143611404425,,1450.8,1450.8,443.2,0.0,0.0,0.0,5758.0,5758.0,4866.3,408.5,16.6,298.9,418.4,-969.9,508.3
008148,2020-12-31,2021-06-30,2020.0,OLP,682406103,ONE LIBERTY PROPERTIES INC,776.137,484.177,290.767,82.128,45.22,31.549,0.0582629097697958,0.10850268427985293,,290.767,290.767,0.0,0.0,0.0,0.0,82.128,82.128,36.908,13.671,0.0,0.0,35.126,27.407,
008151,2020-12-31,2021-06-30,2020.0,OKE,682680103,ONEOK INC,23078.754,17036.356,6712.095,8542.242,2545.892,2545.892,0.1103132344146482,0.37929916069423925,,6042.398,6042.398,669.697,0.0,0.0,0.0,8542.242,8542.242,5996.35,,,2195.381,1899.068,612.809,578.662
008171,2020-12-31,2021-06-30,2020.0,ED2,684065006,ORANGE & ROCKLAND UTILITIES,3247.0,2440.0,1147.0,862.0,237.0,237.0,0.07299045272559286,0.2066259808195292,,807.0,807.0,340.0,0.0,0.0,0.0,862.0,862.0,625.0,,,214.0,146.0,71.0,90.0
008176,2020-12-31,2021-06-30,2020.0,ORBT,685559304,ORBIT INTERNATIONAL CORP,22.97,5.579,17.391,25.924,7.181000000000001,0.9050000000000011,0.3126251632564215,0.052038410672186834,,17.391,17.391,0.0,0.0,0.0,0.0,25.924,25.924,18.743,6.276,1.468,0.166,2.893,0.641,0.09
008199,2020-12-31,2021-06-30,2020.0,OTTR,689648103,OTTER TAIL CORP,2578.354,1707.388,1041.747,890.107,230.923,230.923,0.089562178040719,0.22166898488788545,,870.966,870.966,170.781,0.0,0.0,0.0,890.107,890.107,659.184,,,371.553,211.921,95.851,82.037
008210,2020-12-31,2021-06-30,2020.0,OSG.1,69036R863,OVERSEAS SHIPHOLDING GROUP,1231.737,851.926,460.803,418.692,111.80700000000002,84.93800000000002,0.0907718124891921,0.1843260569050115,,379.811,379.811,80.992,0.0,0.0,0.0,418.692,418.692,306.885,26.869,,62.586,52.668,30.004,44.515
008213,2020-12-31,2021-06-30,2020.0,ACH,690732102,ACCENDRA HEALTH INC,3335.639,2623.585,762.6949999999999,8480.177,1280.8339999999998,332.83399999999983,0.38398459785366457,0.4363920046676586,,712.054,712.054,50.641,0.0,0.0,0.0,8480.177,8480.177,7199.343,948.0,0.0,50.424,339.223,88.074,93.336
008214,2020-12-31,2021-06-30,2020.0,OC,690742101,OWENS CORNING,9481.0,5540.0,4233.0,7055.0,2093.0,1347.0,0.2207573040818479,0.3182140326009922,,3901.0,3901.0,332.0,0.0,0.0,0.0,7055.0,7055.0,4962.0,746.0,82.0,307.0,1135.0,-383.0,457.0
008215,2020-12-31,2021-06-30,2020.0,OI,67098H104,O-I GLASS INC,8882.0,8481.0,406.0,6103.0,1365.0,887.0,0.15368160324251295,2.184729064039409,,297.0,297.0,109.0,0.0,0.0,0.0,6103.0,6103.0,4738.0,478.0,75.0,311.0,457.0,249.0,414.0
008219,2020-01-31,2020-07-31,2019.0,OXM,691497309,OXFORD INDUSTRIES INC,1033.369,504.771,545.1379999999999,1137.647,699.0989999999999,137.34699999999998,0.6765240683628017,0.2519490477640524,,528.598,528.598,16.54,0.0,0.0,0.0,1137.647,1137.647,438.548,561.752,,37.421,121.926,68.493,40.287
008229,2020-12-31,2021-06-30,2020.0,PFIN,692830508,P & F INDUSTRIES  -CL A,53.367,11.829,41.538,49.136,16.682000000000002,-2.6849999999999987,0.31259017745048445,-0.0646396071067456,,41.538,41.538,0.0,0.0,0.0,0.0,49.136,49.136,32.454,19.367,,1.104,3.047,-4.954,2.489
008245,2020-12-31,2021-06-30,2020.0,PNC,693475105,PNC FINANCIAL SVCS GROUP INC,466679.0,412638.0,50493.0,18262.0,13726.0,6051.0,0.02941207982360466,0.11983839344067494,,54010.0,50493.0,,3517.0,3517.0,3517.0,18262.0,18262.0,4536.0,7675.0,,0.0,4659.0,2962.0,1497.0
008247,2020-12-31,2021-06-30,2020.0,PPG,693506107,PPG INDUSTRIES INC,19556.0,13741.0,6124.0,13841.0,6064.0,2326.0,0.31008386173041524,0.3798171129980405,,5689.0,5689.0,435.0,0.0,0.0,0.0,13841.0,13841.0,7777.0,3738.0,379.0,304.0,2130.0,1056.0,509.0
008253,2020-12-31,2021-06-30,2020.0,PCAR,693718108,PACCAR INC,28260.0,17870.0,11097.2,18728.5,3693.1000000000004,2809.0000000000005,0.13068294409058742,0.25312691489745165,,10390.0,10390.0,707.2,0.0,0.0,0.0,18728.5,18728.5,15035.4,884.1,273.9,1638.4,2987.2,1298.4,1049.0
008264,2020-12-31,2021-06-30,2020.0,PCG,69331C108,PG&E CORP,97856.0,76603.0,22399.0,18469.0,7045.0,7045.0,0.07199354153041203,0.3145229697754364,,21253.0,21001.0,1398.0,252.0,258.0,252.0,18469.0,18469.0,11424.0,,,7690.0,-19130.0,-1304.0,3468.0
008272,2020-12-31,2021-06-30,2020.0,SRE,816851109,SEMPRA ENERGY,66623.0,41689.0,23097.0,11370.0,4499.0,4499.0,0.06752923164672861,0.1947872018010997,,23393.0,20226.0,2871.0,3167.0,0.0,3167.0,11370.0,11370.0,6871.0,,,4676.0,2591.0,2093.0,1666.0
008290,2020-12-31,2021-06-30,2020.0,MEC2,59598X002,PACIFICORP,25702.0,16529.0,11798.0,5341.0,2133.0,2133.0,0.0829896506108474,0.1807933548058993,,9173.0,9171.0,2627.0,2.0,2.0,2.0,5341.0,5341.0,3208.0,,,2540.0,1583.0,739.0,1209.0
008326,2020-12-31,2021-06-30,2020.0,PEL1,698465002,PANHANDLE EASTERN PIPE LINE,2959.0,1165.0,1794.0,547.0,333.0,333.0,0.11253801960121662,0.18561872909698995,,1794.0,1794.0,0.0,0.0,0.0,0.0,547.0,547.0,214.0,,,84.0,266.0,171.0,116.0
008334,2020-12-31,2021-06-30,2020.0,PAR,698884103,PAR TECHNOLOGY CORP,343.749,155.344,188.405,213.786,49.351,-12.070999999999998,0.14356696310389266,-0.06406942490910537,,188.405,188.405,,0.0,0.0,0.0,213.786,213.786,164.435,61.422,19.252,1.299,-20.243,-36.562,9.889
008348,2020-02-29,2020-08-31,2019.0,PKE,70014A104,PARK AEROSPACE CORP,171.786,30.111,142.50900000000001,60.014,20.217000000000006,12.285000000000005,0.11768712234990049,0.08620508178430838,,141.675,141.675,0.834,0.0,0.0,0.0,60.014,60.014,39.797,7.932,,6.846,5.218,10.205,1.544
008350,2020-12-31,2021-06-30,2020.0,PKOH,700666100,PARK OHIO HOLDINGS CORP,1300.5,942.6,381.0,1295.2,209.5,55.599999999999994,0.16109188773548636,0.14593175853018373,,344.2,344.2,36.8,0.0,0.0,0.0,1295.2,1295.2,1085.7,153.9,,26.3,69.3,-4.5,35.8
008358,2020-06-30,2020-12-31,2020.0,PH,701094104,PARKER-HANNIFIN CORP,19738.189,13609.66,6496.511,13695.52,4076.1440000000002,2576.639,0.20651053650362758,0.39661889281800644,,6113.983,6113.983,382.528,0.0,0.0,0.0,13695.52,13695.52,9619.376,1499.505,293.837,232.591,2070.949,1206.341,537.531
008386,2020-12-31,2021-06-30,2020.0,PATK,703343103,PATRICK INDUSTRIES INC,1753.435,1193.994,598.957,2486.597,491.4190000000001,253.0930000000001,0.28026074533701,0.4225562102120855,,559.441,559.441,39.516,0.0,0.0,0.0,2486.597,2486.597,1995.178,238.326,,32.1,160.153,97.061,73.27
008387,2020-12-31,2021-06-30,2020.0,GDP,382410843,GOODRICH PETROLEUM CORP,205.077,163.507,41.57,93.826,22.959999999999994,4.970999999999993,0.11195794750264532,0.11958142891508282,,41.57,41.57,0.0,0.0,0.0,0.0,93.826,93.826,70.866,17.989,,58.262,58.891,-44.141,46.603
008402,2020-05-31,2020-11-30,2019.0,PAYX,704326107,PAYCHEX INC,8550.7,5769.3,3022.2000000000003,4040.5,2969.4,1670.2,0.34726981416726116,0.5526437694394811,,2781.4,2781.4,240.8,0.0,0.0,0.0,4040.5,4040.5,1071.1,1299.2,,127.0,1440.9,1098.1,209.7
008431,2020-12-31,2021-06-30,2020.0,AFG,025932104,AMERICAN FINANCIAL GROUP INC,73566.0,66777.0,6789.0,7811.0,1275.0,1275.0,0.017331375907348505,0.18780380026513477,,6789.0,6789.0,0.0,0.0,0.0,0.0,7811.0,7811.0,6536.0,,,60.0,2183.0,732.0,299.0
008440,2020-12-31,2021-06-30,2020.0,ROCC,70788V102,RANGER OIL CORPORATION,907.326,694.488,212.838,273.25,-194.731,-222.101,-0.21462076475269087,-1.0435213636662626,,212.838,212.838,0.0,0.0,0.0,0.0,273.25,273.25,467.981,27.37,,168.565,221.778,-310.557,140.673
008446,2020-01-31,2020-07-31,2019.0,CPPRQ,679535104,OLD COPPER CO INC,7989.0,7160.0,945.0,11167.0,4154.0,569.0,0.519964951808737,0.6021164021164022,,829.0,829.0,116.0,0.0,0.0,0.0,11167.0,11167.0,7013.0,3585.0,0.0,309.0,428.0,-268.0,544.0
008450,2020-12-31,2021-06-30,2020.0,FE4,708696000,PENNSYLVANIA ELECTRIC CO,3663.0,2306.0,1694.0,826.0,309.0,309.0,0.08435708435708436,0.18240850059031877,,1357.0,1357.0,337.0,0.0,0.0,0.0,826.0,826.0,517.0,,,153.0,261.0,188.0,91.0
008455,2020-12-31,2021-06-30,2020.0,PPL,69351T106,PPL CORP,48116.0,34743.0,17063.0,7607.0,4148.0,4148.0,0.08620832986948208,0.24309910332297954,,13373.0,13373.0,3690.0,0.0,,0.0,7607.0,7607.0,3459.0,,,3249.0,2746.0,1469.0,1287.0
008463,2020-12-31,2021-06-30,2020.0,PNR,G7S00T104,PENTAIR PLC,4197.2,2090.9,2213.7000000000003,3017.8,1141.3000000000002,560.5000000000002,0.2719193748213095,0.2531960066856395,,2106.3,2106.3,107.4,0.0,0.0,0.0,3017.8,3017.8,1876.5,580.8,75.7,62.2,573.6,357.1,75.1
008471,2020-12-31,2021-06-30,2020.0,PGL3,711123000,PEOPLES GAS LIGHT & COKE CO,6126.4,4173.8,2537.3999999999996,1151.8,480.5,480.5,0.0784310524941238,0.18936706865295186,,1952.6,1952.6,584.8,0.0,0.0,0.0,1151.8,1151.8,671.3,,,611.9,232.4,186.9,178.2
008479,2020-12-31,2021-06-30,2020.0,PEP,713448108,PEPSICO INC,92918.0,79366.0,17738.0,70372.0,41062.0,13085.0,0.44191652855205665,0.7376818130567144,,13454.0,13454.0,4284.0,0.0,0.0,0.0,70372.0,70372.0,29310.0,27977.0,719.0,4240.0,10613.0,7120.0,2425.0
008486,2020-12-31,2021-06-30,2020.0,TPC,901109108,TUTOR PERINI CORP,5045.617,3502.672,1636.822,5318.763,593.1869999999999,343.6779999999999,0.11756480921956619,0.20996663045829045,,1553.856,1553.856,82.966,0.0,0.0,0.0,5318.763,5318.763,4725.576,249.509,,54.781,172.772,108.394,107.034
008493,2020-12-31,2021-06-30,2020.0,PBT,714236106,PERMIAN BASIN ROYALTY TRUST,2.108,1.725,0.383,12.04,12.04,10.949,5.711574952561669,28.587467362924283,,0.383,0.383,0.0,0.0,0.0,0.0,12.04,12.04,0.0,1.091,0.0,,,10.959,0.0
008512,2020-12-31,2021-06-30,2020.0,PDCE,69327R101,PDC ENERGY INC,5237.973,2622.435,2615.538,1339.226,276.4670000000001,144.1040000000001,0.05278129535986537,0.05509535705464807,,2615.538,2615.538,0.0,0.0,0.0,0.0,1339.226,1339.226,1062.759,132.363,,692.41,870.079,-724.32,757.111
008530,2020-12-31,2021-06-30,2020.0,PFE,717081103,PFIZER INC,154229.0,90756.0,67301.0,41908.0,34669.0,14064.0,0.22478911229405624,0.20897163489398374,,63238.0,63238.0,4063.0,0.0,0.0,0.0,41908.0,41908.0,7239.0,20605.0,10305.0,2252.0,14403.0,6985.0,4777.0
008539,2020-12-31,2021-06-30,2020.0,EXC,30161N101,EXELON CORP,129317.0,94449.0,45620.0,33039.0,9639.0,9639.0,0.07453776378975695,0.21128890837352038,,32585.0,32585.0,13035.0,0.0,0.0,0.0,33039.0,33039.0,23400.0,,,8048.0,4235.0,1963.0,5014.0
008542,2020-12-31,2021-06-30,2020.0,WTRG,29670G102,ESSENTIAL UTILITIES INC,13705.277,9021.4,5941.975,1485.702,782.772,782.772,0.05711464277591763,0.13173599686972765,,4683.877,4683.877,1258.098,0.0,0.0,0.0,1485.702,1485.702,702.93,,,835.642,508.024,284.849,257.059
008543,2020-12-31,2021-06-30,2020.0,MO,02209S103,ALTRIA GROUP INC,47414.0,44449.0,7371.0,20841.0,13669.0,11611.0,0.288290378369258,1.5752272418939086,,2839.0,2839.0,4532.0,0.0,0.0,0.0,20841.0,20841.0,7172.0,2058.0,131.0,231.0,8385.0,4467.0,257.0
008544,2020-12-31,2021-06-30,2020.0,PHI,69344D408,PLDT INC,11984.11,9493.725,2406.287,3766.93,3469.432,1955.2219999999998,0.2895026831362529,0.8125472979740155,,2401.792,2391.178,15.109,10.614,10.614,10.614,3766.93,3766.93,297.498,1514.21,,1592.128,1821.302,505.382,1043.104
008546,2020-12-31,2021-06-30,2020.0,PHG,500472303,KONINKLIJKE PHILIPS NV,33404.862,19059.563,14379.050000000001,23547.216,12200.917,3582.4069999999992,0.36524374805080767,0.24914072904677284,,14307.932,14307.932,71.118,0.0,0.0,0.0,23547.216,23547.216,11346.299,8618.51,2308.314,618.363,3241.283,1442.847,1498.295
008549,2020-12-31,2021-06-30,2020.0,COP,20825C104,CONOCOPHILLIPS,62618.0,32769.0,33596.0,18784.0,5608.0,4589.0,0.08955891277268517,0.13659364210025002,,29849.0,29849.0,3747.0,0.0,0.0,0.0,18784.0,18784.0,13176.0,1019.0,75.0,4715.0,4802.0,-2701.0,7454.0
008551,2020-01-31,2020-07-31,2019.0,PVH,693656100,PVH CORP,13631.0,7821.5,6369.6,9909.0,5417.8,1171.6000000000004,0.3974616682561808,0.1839361969354434,,5811.5,5811.5,558.1,0.0,0.0,0.0,9909.0,9909.0,4491.2,4246.2,,345.2,1020.3,417.3,314.7
