gvkey,datadate,portfolio_date,fyear,tic,cusip,conm,at,lt,book_equity,sales,gross_profit,operating_profit,gross_profitability,operating_profitability,asset_growth,seq,ceq,txditc,pstkrv,pstkl,pstk,sale,revt,cogs,xsga,xrd,capx,oancf,ib,dp
035640,2020-12-31,2021-06-30,2020.0,TXG,88025U109,10X GENOMICS INC,929.341,190.269,739.072,298.845,252.67700000000002,-70.42399999999998,0.2718883596010507,-0.0952870626948389,,739.072,739.072,,0.0,0.0,0.0,298.845,298.845,46.168,323.101,570.923,36.666,-217.898,-542.731,12.3
035641,2020-12-31,2021-06-30,2020.0,HUIZ,44473E204,HUIZE HOLDING LTD -ADR,203.29,131.973,71.40899999999999,185.675,61.879000000000005,-3.165999999999997,0.3043878203551577,-0.044336148104580614,,71.317,71.317,0.092,0.0,0.0,0.0,185.675,185.675,123.796,65.045,7.477,1.247,20.948,-2.783,0.778
035642,2020-12-31,2021-06-30,2020.0,PNTG,70805E109,PENNANT GROUP INC (THE),506.976,405.804,96.579,388.188,55.28899999999999,25.304999999999986,0.10905644448652399,0.26201348119156326,,96.579,96.579,0.0,0.0,0.0,0.0,388.188,388.188,332.899,29.984,0.0,7.253,50.204,15.744,4.661
035646,2020-12-31,2021-06-30,2020.0,BSBK,097235105,BOGOTA FINANCIAL CORP,740.905,612.437,128.468,24.382,14.504000000000001,8.713000000000001,0.019576059008914775,0.06782233708005107,,128.468,128.468,,0.0,0.0,0.0,24.382,24.382,9.878,5.791,,1.747,5.804,2.068,0.273
035647,2020-12-31,2021-06-30,2020.0,KRRO,500946108,KORRO BIO INC,264.722,72.231,192.491,36.984,-26.403999999999996,-26.403999999999996,-0.09974237124228436,-0.13717004950880818,,192.491,192.491,0.0,0.0,0.0,0.0,36.984,36.984,63.388,,37.415,6.671,-45.188,-26.511,1.146
035648,2020-12-31,2021-06-30,2020.0,APRE,03836J201,APREA THERAPEUTICS INC,92.805,15.41,77.395,0.0,0.0,-52.783,0.0,-0.6819949609147878,,77.395,77.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.783,37.879,0.026,-41.802,-53.479,0.029
035649,2020-12-31,2021-06-30,2020.0,ADCT,H0036K147,ADC THERAPEUTICS SA,513.692,178.187,335.505,0.0,-217.075,-217.075,-0.42257812074161166,-0.6470097315986348,,335.505,335.505,0.0,0.0,0.0,0.0,0.0,0.0,217.075,,142.032,0.801,-168.729,-246.29,1.972
035653,2020-12-31,2021-06-30,2020.0,BNTX,09075V102,BIONTECH SE,2794.832,1141.228,1653.943,581.388,514.024,-351.51599999999996,0.18391946277987373,-0.2125321126544264,,1653.604,1653.604,0.339,0.0,0.0,0.0,581.388,581.388,67.364,865.54,777.509,102.996,-16.241,18.319,46.701
035664,2020-12-31,2021-06-30,2020.0,MNPR,61023L207,MONOPAR THERAPEUTICS INC,16.869,1.177,15.692,0.0,0.0,-6.509,0.0,-0.4147973489676268,,15.692,15.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.509,4.065,0.0,-4.662,-6.305,0.0
035666,2020-12-31,2021-06-30,2020.0,EGLXF,29385B109,ENTHUSIAST GAMING HLD INC,222.321,80.45,157.03300000000002,72.963,18.666999999999994,-11.830000000000005,0.08396417792291325,-0.07533448383460804,,141.871,141.871,15.162,0.0,0.0,0.0,72.963,72.963,54.296,30.497,,0.007,-14.888,-26.852,5.037
035674,2020-12-31,2021-06-30,2020.0,KRT,48563L101,KARAT PACKAGING INC,181.104,141.236,38.585,295.518,97.69399999999996,36.26599999999996,0.5394359042318223,0.9398989244525064,,32.404,32.404,6.181,0.0,0.0,0.0,295.518,295.518,197.824,61.428,,29.536,14.547,17.517,8.569
035675,2020-12-31,2021-06-30,2020.0,EPOW,G3932F114,E-POWER INC,39.737,5.587,34.039,23.181,21.066000000000003,15.591000000000003,0.5301356418451317,0.45803343223949006,,34.039,34.039,0.0,0.0,0.0,0.0,23.181,23.181,2.115,5.475,0.671,1.724,6.838,12.088,0.865
035708,2020-12-31,2021-06-30,2020.0,PGNY,74340E103,PROGYNY INC,253.927,86.98,166.947,344.858,71.96500000000003,19.57200000000003,0.28340822362332496,0.11723481104781776,,166.947,166.947,0.0,0.0,0.0,0.0,344.858,344.858,272.893,52.393,,1.037,36.203,46.459,1.906
035709,2020-12-31,2021-06-30,2020.0,SRAC,85236Q109,STABLE ROAD ACQ CORP,173.733,57.464,116.269,0.0,0.0,-3.721,0.0,-0.0320033714919712,,116.269,116.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.721,,0.0,-1.751,-42.986,0.0
035712,2020-12-31,2021-06-30,2020.0,OCGN,67577C105,OCUGEN INC,27.376,5.826,21.55,0.043,-14.183000000000002,-14.183000000000002,-0.5180815312682642,-0.6581438515081207,,21.55,21.55,0.0,0.0,0.0,0.0,0.043,0.043,14.226,,13.353,0.307,-14.709,-21.822,0.102
035714,2020-12-31,2021-06-30,2020.0,BEAM,07373V105,BEAM THERAPEUTICS INC,451.677,206.116,245.561,0.024,0.024,-128.025,5.313531572340411e-05,-0.5213572187765972,,245.561,245.561,0.0,0.0,0.0,0.0,0.024,0.024,0.0,128.049,103.179,16.357,-95.741,-194.592,4.735
035715,2020-09-30,2021-03-31,2020.0,LATN,G9402Q100,UNION ACQUSTIN CORP II,202.376,25.645,176.731,0.0,0.0,-0.867,0.0,-0.004905760732412536,,176.731,176.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867,,0.0,-0.775,-12.55,0.0
035727,2020-12-31,2021-06-30,2020.0,CABA,12674W109,CABALETTA BIO INC,114.724,5.18,109.544,0.0,0.0,-33.479,0.0,-0.30562148543051193,,109.544,109.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.479,21.376,0.635,-26.77,-33.339,0.354
035728,2020-12-31,2021-06-30,2020.0,PHAT,71722W107,PHATHOM PHARMA INC,295.111,100.84,194.271,0.0,0.0,-125.342,0.0,-0.6451915108276584,,194.271,194.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.342,98.148,1.04,-69.688,-129.068,0.323
035729,2020-12-31,2021-06-30,2020.0,FDMT,35104E100,4D MOLECULAR THER INC,288.331,31.944,256.387,13.612,-55.221,-55.221,-0.1915194689436793,-0.2153814350961632,,256.387,256.387,0.0,0.0,0.0,0.0,13.612,13.612,68.833,,53.038,1.0,-50.909,-56.693,1.443
035730,2020-12-31,2021-06-30,2020.0,PAIYY,00809M104,AESTHETIC MEDICAL INTERNATIO,157.961,93.179,61.517,137.188,98.928,-13.865000000000009,0.6262811706687093,-0.22538485296747254,,59.481,59.481,2.036,0.0,0.0,0.0,137.188,137.188,38.26,112.793,0.0,5.836,-0.128,-35.832,16.032
035732,2020-12-31,2021-06-30,2020.0,GLEO,G3770A102,GALILEO ACQ CORP,139.849,4.162,135.687,0.0,0.0,-0.796,0.0,-0.00586644262162182,,135.687,135.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796,,0.0,-0.587,-1.531,0.0
035733,2020-12-31,2021-06-30,2020.0,KRKR,88429K202,36KR HOLDINGS INC -ADS,88.032,28.845,57.947,58.852,21.147,-38.398,0.24021946564885496,-0.6626399986194281,,57.947,57.947,0.0,0.0,0.0,0.0,58.852,58.852,37.705,59.545,5.818,0.333,-2.606,-42.642,0.851
035737,2020-12-31,2021-06-30,2020.0,BAOS,G08908124,BAOSHENG ME GR HOL LTD,93.341,51.68,41.661,11.911,11.104,6.092,0.11896165672105506,0.14622788699263098,,41.661,41.661,0.0,0.0,0.0,0.0,11.911,11.911,0.807,5.012,,0.001,-3.393,6.945,0.449
035743,2020-12-31,2021-06-30,2020.0,DCBO,25609L105,DOCEBO INC,254.606,53.938,201.375,62.917,51.378,-3.8429999999999964,0.20179414467844434,-0.019083798882681545,,200.668,200.668,0.707,0.0,0.0,0.0,62.917,62.917,11.539,55.221,13.0,1.081,5.155,-7.654,1.231
035746,2020-12-31,2021-06-30,2020.0,DFNS.2,50201G106,LGL SYSTEMS ACQUISITON,174.077,29.721,144.356,0.0,0.0,-0.63,0.0,-0.004364210701321733,,144.356,144.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,,0.0,-0.475,-8.83,0.0
035747,2020-12-31,2021-06-30,2020.0,OYST,69242L106,OYSTER POINT PHARM INC,197.91,11.251,186.659,0.0,0.0,-70.912,0.0,-0.3799013173755351,,186.659,186.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.912,39.811,0.7,-58.399,-70.52,0.077
035759,2020-12-31,2021-06-30,2020.0,HBT,404111106,HBT FINANCIAL INC,3666.567,3302.65,363.917,158.521,141.529,75.298,0.03859986739639559,0.20690981734846134,,363.917,363.917,,0.0,0.0,0.0,158.521,158.521,16.992,66.231,,1.861,31.255,36.845,4.173
035761,2020-12-31,2021-06-30,2020.0,LFLH,52178J402,LEAFLY HOLDINGS INC,130.952,4.121,126.831,0.0,0.0,-0.661,0.0,-0.005211659610032247,,126.831,126.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661,,0.0,-0.611,-1.874,0.0
035762,2020-12-31,2021-06-30,2020.0,DUO,G33147128,FANGDD NETWORK GROUP LTD,615.959,392.885,219.66500000000002,373.001,63.641999999999996,-33.818,0.10332181200372102,-0.15395260965561194,,219.645,219.645,0.02,0.0,0.0,0.0,373.001,373.001,309.359,97.46,45.863,1.559,-49.453,-33.52,0.575
035768,2020-12-31,2021-06-30,2020.0,OBX,67448A106,OBSIDIAN THERAPEUTICS INC,84.098,77.98,6.391,0.0,0.0,-70.185,0.0,-10.98184947582538,,6.118,6.118,0.273,0.0,0.0,0.0,0.0,0.0,0.0,70.185,54.845,0.457,-59.537,-74.218,0.368
035776,2020-12-31,2021-06-30,2020.0,ETNB,282559103,89BIO INC,211.074,8.113,202.961,0.0,0.0,-49.295,0.0,-0.24287917383142574,,202.961,202.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.295,36.199,0.126,-46.244,-49.499,0.06
035777,2020-12-31,2021-06-30,2020.0,SFTW,68839R104,OSPREY TECH ACQ CORP,318.787,48.959,269.828,0.0,0.0,-3.136,0.0,-0.011622218598514611,,269.828,269.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136,,0.0,-1.398,-15.265,0.0
035778,2020-12-31,2021-06-30,2020.0,FSRV,318085107,FINSERV ACQUISITN CORP,252.375,54.306,198.069,0.0,0.0,-0.796,0.0,-0.00401880152876018,,198.069,198.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796,,0.0,-0.986,-31.927,0.0
035779,2020-12-31,2021-06-30,2020.0,TELA,872381108,TELA BIO INC,86.458,37.432,49.026,18.213,11.759,-24.75,0.13600823521247313,-0.504834169624281,,49.026,49.026,0.0,0.0,0.0,0.0,18.213,18.213,6.454,36.509,4.255,0.167,-24.456,-28.794,0.525
035780,2020-12-31,2021-06-30,2020.0,CNTGF,N1976T109,CENTOGENE NV,180.965,101.678,79.422,154.749,68.865,-3.6750000000000114,0.38054319896112504,-0.04627181385510327,,79.172,79.172,0.25,0.0,0.0,0.0,154.749,154.749,85.884,72.54,18.002,11.921,10.2,-25.696,12.57
035781,2020-12-31,2021-06-30,2020.0,VEL,92262D101,VELOCITY FINANCIAL INC,2102.874,1793.285,219.589,173.642,124.823,124.823,0.05935828775285633,0.5684392205438341,,309.589,219.589,0.0,90.0,90.0,90.0,173.642,173.642,48.819,,,0.726,54.892,17.777,1.219
035783,2020-12-31,2021-06-30,2020.0,JIH,48205G106,JUNIPER INDUSTRIAL HLD,349.399,70.341,279.058,0.0,0.0,-4.4,0.0,-0.0157673315224792,,279.058,279.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,,0.0,-0.992,-29.395,0.0
035784,2020-12-31,2021-06-30,2020.0,GRNV,39678G103,GREENVISION ACQUISITION CORP,58.414,3.412,55.002,0.0,0.0,-0.85,0.0,-0.015453983491509398,,55.002,55.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,,0.0,-0.606,-0.508,0.0
035793,2020-12-31,2021-06-30,2020.0,PINE,02083X103,ALPINE INCOME PROPERTY TRUST,261.59,112.497,126.759,19.248,6.9830000000000005,2.3230000000000004,0.0266944455063267,0.018326114910972795,,126.759,126.759,0.0,0.0,0.0,0.0,19.248,19.248,12.265,4.66,0.0,0.0,9.394,0.985,
035794,2020-12-31,2021-06-30,2020.0,SITM,82982T106,SITIME CORP,136.011,26.131,109.88,116.156,64.334,-1.2519999999999953,0.47300585982016163,-0.011394248270840875,,109.88,109.88,0.0,0.0,0.0,0.0,116.156,116.156,51.822,65.586,31.652,6.098,16.604,-9.372,6.402
035808,2020-12-31,2021-06-30,2020.0,SPCE,92766K403,VIRGIN GALACTIC HOLDINGS INC,803.99,141.472,662.518,0.238,-260.106,-260.106,-0.3235189492406622,-0.3926021632619793,,662.518,662.518,,0.0,0.0,0.0,0.238,0.238,260.344,,158.757,17.201,-233.159,-273.035,9.781
035814,2020-12-31,2021-06-30,2020.0,PHGE,09090D509,BIOMX INC,70.363,12.894,57.469,0.0,0.0,-28.078,0.0,-0.4885764499121265,,57.469,57.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.078,20.935,1.009,-24.447,-30.086,2.18
035829,2020-12-31,2021-06-30,2020.0,CHPM,12558Y106,CHP MERGER CORP,302.934,47.535,255.399,0.0,0.0,-0.651,0.0,-0.0025489528150071067,,255.399,255.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651,,0.0,-0.782,-24.47,0.0
035830,2020-12-31,2021-06-30,2020.0,ALUS,G0232J101,ALUSSA ENERGY ACQ CORP,290.44,48.824,241.616,0.0,0.0,-5.191,0.0,-0.021484504337461092,,241.616,241.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.191,,0.0,-1.911,-7.581,0.0
035831,2020-12-31,2021-06-30,2020.0,FREHY,03635R305,FRESH2 GROUP LTD -ADS,7.591,7.092,0.608,3.121,2.431,-13.698999999999998,0.32024766170465024,-22.531249999999996,,0.449,0.449,0.159,0.0,0.0,0.0,3.121,3.121,0.69,16.13,1.761,0.375,-8.973,-12.246,0.471
035832,2020-12-31,2021-06-30,2020.0,EH,26853E102,EHANG HOLDINGS LIMITED,73.732,25.388,42.089999999999996,27.404,17.099,-13.95,0.23190744859762383,-0.33143264433357095,,42.046,42.046,0.044,0.0,0.0,0.0,27.404,27.404,10.305,31.049,16.016,1.33,-23.083,-13.333,0.942
035833,2020-12-31,2021-06-30,2020.0,MOHOY,27888P104,ECMOHO LTD -ADS,142.628,63.074,79.57900000000001,304.939,59.46800000000002,-12.827999999999989,0.4169447794261998,-0.16119830608577623,,79.554,79.554,0.025,0.0,0.0,0.0,304.939,304.939,245.471,72.296,1.106,0.119,21.601,-13.299,0.828
035835,2020-09-30,2021-03-31,2020.0,BGM,G7307E123,BGM GROUP LTD,48.143,19.302,26.098,50.033,8.643999999999998,5.915999999999999,0.1795484286396776,0.22668403709096477,,26.098,26.098,0.0,0.0,0.0,0.0,50.033,50.033,41.389,2.728,0.054,0.45,5.076,5.064,1.105
035836,2020-12-31,2021-06-30,2020.0,NBP,44975P103,NOVABRIDGE BIOSCIENCES,963.785,107.527,856.258,234.741,25.849000000000018,25.849000000000018,0.026820297057953815,0.03018833108712563,,856.258,856.258,0.0,0.0,0.0,0.0,234.741,234.741,208.892,,149.836,1.219,65.972,71.657,2.176
035837,2020-12-31,2021-06-30,2020.0,CAN,134748102,CANAAN INC,157.701,91.881,65.82,68.123,5.7790000000000035,-36.82899999999999,0.03664529711289087,-0.5595411728957763,,65.82,65.82,0.0,0.0,0.0,0.0,68.123,68.123,62.344,42.608,21.309,0.331,6.436,-32.73,1.803
035850,2020-12-31,2021-06-30,2020.0,VERO,92332W303,VENUS CONCEPT INC,160.525,116.764,45.043,78.014,56.19499999999999,-24.55600000000001,0.3500700825416601,-0.5451679506249586,,44.232,44.232,0.811,0.0,0.0,0.0,78.014,78.014,21.819,80.751,7.754,0.291,-28.65,-81.706,4.804
035852,2020-12-31,2021-06-30,2020.0,AHCO,00653Q102,ADAPTHEALTH CORP,1813.472,1532.627,354.88800000000003,1056.389,234.71199999999988,172.46299999999988,0.12942686735720202,0.48596458601023385,,354.889,354.887,0.0,0.001,0.001,0.002,1056.389,1056.389,821.677,62.249,,39.755,195.634,-161.632,82.445
035854,2020-12-31,2021-06-30,2020.0,AMHC,03212A105,AMPLITUDE HEALTH ACQ,101.261,16.899,84.362,0.0,0.0,-0.935,0.0,-0.011083189113581946,,84.362,84.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,,0.0,-0.641,-6.481,0.0
035858,2020-12-31,2021-06-30,2020.0,OCFT,68248T204,ONECONNECT FINANCIAL,1656.361,852.123,793.611,504.016,231.582,-168.526,0.13981372418210763,-0.21235340739984704,,790.556,790.556,3.055,0.0,0.0,0.0,504.016,504.016,272.434,400.108,178.534,2.595,-107.147,-205.972,64.097
035859,2020-12-31,2021-06-30,2020.0,OCG,G6796W131,ORIENTAL CULT HOLD LTD,41.109,7.54,33.569,17.439,15.105,1.9540000000000006,0.36743778734583665,0.05820846614435939,,33.569,33.569,0.0,0.0,0.0,0.0,17.439,17.439,2.334,13.151,,0.009,8.102,2.048,0.308
035867,2020-12-31,2021-06-30,2020.0,BRMK,11135B100,BROADMARK REALTY CAPITAL INC,1187.319,12.898,1174.421,122.358,84.739,84.739,0.0713700361907794,0.072153852834716,,1174.421,1174.421,0.0,0.0,0.0,0.0,122.358,122.358,37.619,,0.0,0.0,61.341,90.231,
035868,2020-06-30,2020-12-31,2020.0,BILL,090043100,BILL HOLDINGS INC,2404.015,1693.296,710.719,157.6,122.713,-29.941000000000003,0.051045022597612746,-0.04212776076058189,,710.719,710.719,0.0,0.0,0.0,0.0,157.6,157.6,34.887,152.654,53.405,12.076,-4.43,-31.091,4.257
035874,2020-12-31,2021-06-30,2020.0,REYN,76171L106,REYNOLDS CONSUMER PRODUCTS,4722.0,3107.0,1941.0,3263.0,1035.0,714.0,0.21918678526048285,0.3678516228748068,,1615.0,1615.0,326.0,0.0,0.0,0.0,3263.0,3263.0,2228.0,321.0,41.0,143.0,319.0,363.0,99.0
035880,2020-12-31,2021-06-30,2020.0,BWMX,P1666E105,BETTERWARE DE MEXICO S A P,220.149,174.167,48.823,362.133,197.986,107.93699999999998,0.8993272738009257,2.2107818036581115,,45.982,45.982,2.841,0.0,0.0,0.0,362.133,362.133,164.147,90.049,,30.808,90.89,16.877,2.178
035881,2020-12-31,2021-06-30,2020.0,XP,G98239109,XP INC,18264.583,16191.877,2073.725,1550.421,1047.278,465.1170000000001,0.057339277880037016,0.224290588192745,,2072.136,2072.136,1.589,0.0,0.0,0.0,1550.421,1550.421,503.143,582.161,,27.61,287.338,394.933,27.248
035889,2020-12-31,2021-06-30,2020.0,LIVK,G5510C108,LIV CAPITAL ACQ CORP,81.258,9.432,71.826,0.0,0.0,-0.674,0.0,-0.009383788600228331,,71.826,71.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674,,0.0,-0.353,-0.109,0.0
035890,2020-12-31,2021-06-30,2020.0,GTH,37186H209,GENETRON HOLD LTD -ADS,299.751,42.204,257.547,64.592,47.691,-31.783,0.1591020547054055,-0.12340660151351014,,257.547,257.547,0.0,0.0,0.0,0.0,64.592,64.592,16.901,79.474,22.673,5.578,-45.786,-467.003,8.094
035891,2020-12-31,2021-06-30,2020.0,ZCMD,G9897X149,ZHONGCHAO INC,34.816,2.982,31.834,17.99,12.075,4.941999999999999,0.3468232996323529,0.15524282213985047,,31.834,31.834,0.0,0.0,0.0,0.0,17.99,17.99,5.915,7.133,0.817,0.161,-1.038,4.458,0.203
035894,2020-12-31,2021-06-30,2020.0,DPRO,26142Q304,DRAGANFLY INC,7.101,3.253,3.848,4.364,1.7599999999999998,-8.833,0.24785241515279535,-2.295478170478171,,3.848,3.848,0.0,0.0,0.0,0.0,4.364,4.364,2.604,10.593,0.568,0.024,-5.138,-8.016,0.153
035907,2020-12-31,2021-06-30,2020.0,CIIC,12559C103,CIIG MERGER CORP,260.31,14.341,245.969,0.0,0.0,-6.22,0.0,-0.025287739511889708,,245.969,245.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,,0.0,-1.308,-5.303,0.0
035922,2020-12-31,2021-06-30,2020.0,SPT,85209W109,SPROUT SOCIAL INC,239.669,87.57,152.099,132.949,102.26400000000001,-27.069999999999993,0.42668847452111036,-0.17797618656269926,,152.099,152.099,0.0,0.0,0.0,0.0,132.949,132.949,30.685,129.334,30.491,4.015,-11.352,-31.655,4.232
035923,2020-12-31,2021-06-30,2020.0,YGMZF,G6180C121,MINGZHU LOG HOLD LTD,33.94,12.666,21.274,18.794,3.867000000000001,2.9330000000000007,0.11393635827931647,0.13786781987402466,,21.274,21.274,0.0,0.0,0.0,0.0,18.794,18.794,14.927,0.934,,0.156,-0.89,0.782,1.521
035957,2020-12-31,2021-06-30,2020.0,TFPM,89679M104,TRIPLE FLAG PRECIOUS METALS,1300.919,281.976,1020.343,112.588,95.46499999999999,88.29299999999999,0.07338273943266259,0.08653266597604922,,1018.943,1018.943,1.4,0.0,0.0,0.0,112.588,112.588,17.123,7.172,,729.682,84.377,55.565,53.63
035958,2020-12-31,2021-06-30,2020.0,ADTX,007025869,ADITXT INC,13.097,2.085,11.012,0.0,0.0,-8.873,0.0,-0.8057573556120595,,11.012,11.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.873,0.938,0.171,-7.221,-9.149,0.0
035959,2020-12-31,2021-06-30,2020.0,UK,G9449A142,UCOMMUNE INTERNATIONAL LTD,599.248,266.673,304.61400000000003,133.47,-0.51400000000001,-56.39900000000001,-0.000857741702934361,-0.18514907390993193,,304.379,304.379,0.235,0.0,0.0,0.0,133.47,133.47,133.984,55.885,,14.522,-4.206,-74.332,13.323
035960,2020-12-31,2021-06-30,2020.0,ANDHF,034223107,ANDLAUER HEALTHCARE GRP INC,252.797,158.47,96.30499999999999,314.34,105.20799999999997,77.06099999999998,0.41617582487133936,0.8001765225066194,,94.327,94.327,1.978,0.0,0.0,0.0,314.34,314.34,209.132,28.147,,4.966,51.003,37.714,28.022
035967,2020-12-31,2021-06-30,2020.0,SDOT,627333503,SADOT GROUP INC,10.504,4.709,5.795,4.473,-0.7410000000000005,-9.434000000000001,-0.0705445544554456,-1.6279551337359794,,5.795,5.795,0.0,0.0,0.0,0.0,4.473,4.473,5.214,8.693,0.0,0.781,-7.786,-10.099,0.423
035978,2020-12-31,2021-06-30,2020.0,ARNC,03966V107,ARCONIC CORP,6314.0,4867.0,1448.0,5675.0,813.0,537.0,0.128761482420019,0.3708563535911602,,1433.0,1433.0,15.0,0.0,0.0,0.0,5675.0,5675.0,4862.0,276.0,36.0,163.0,6.0,-109.0,251.0
035982,2020-03-31,2020-09-30,2019.0,IMVT,45258J102,IMMUNOVANT INC,109.387,15.318,94.069,0.0,0.0,-63.757,0.0,-0.6777684465658187,,94.069,94.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.757,47.927,0.031,-53.357,-66.388,0.021
035993,2020-12-31,2021-06-30,2020.0,BROGF,G1611B107,BROOGE ENERGY LIMITED,432.624,304.005,128.619,41.832,36.246,29.789,0.08378175968046156,0.23160652780693367,,128.619,128.619,0.0,0.0,0.0,0.0,41.832,41.832,5.586,6.457,,97.215,36.85,17.159,5.879
036005,2020-12-31,2021-06-30,2020.0,AEI,02115D208,ALSET INC,103.317,8.593,57.101,16.255,4.193999999999999,-1.649000000000001,0.04059351316821045,-0.028878653613772103,,57.101,57.101,0.0,0.0,0.0,0.0,16.255,16.255,12.061,5.843,,0.022,1.645,-2.099,0.024
036006,2020-12-31,2021-06-30,2020.0,SCVX,G79448208,SCVX CORP,231.528,40.476,191.052,0.0,0.0,-2.972,0.0,-0.01555597428972217,,191.052,191.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.972,,0.0,-0.447,-13.12,0.0
036014,2020-12-31,2021-06-30,2020.0,MTVA,64132R503,METAVIA INC,10.968,3.765,7.203,0.0,0.0,-10.956,0.0,-1.521032902957101,,7.203,7.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.956,21.87,0.004,-10.764,-29.678,0.046
036016,2020-12-31,2021-06-30,2020.0,GNRSQ,395392103,GREENROSE HLDG CO INC (THE),174.012,3.974,170.038,0.0,0.0,-1.599,0.0,-0.00940378033145532,,170.038,170.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599,,0.0,-1.215,-1.61,0.0
036017,2020-10-31,2021-04-30,2020.0,TIRXF,G8884K136,TIAN RUIXIANG HOLD LTD,10.06,1.421,8.638,3.25,0.5880000000000001,0.5880000000000001,0.058449304174950305,0.0680713128038898,,8.638,8.638,0.0,0.0,0.0,0.0,3.25,3.25,2.662,,0.0,0.003,-0.048,0.634,0.028
036024,2020-12-31,2021-06-30,2020.0,NBAC,G6463T106,NEWBORN ACQUISITION CORP,58.043,1.55,56.493,0.0,0.0,-1.441,0.0,-0.02550758501053228,,56.493,56.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.441,,0.0,0.022,-1.045,0.0
036025,2020-12-31,2021-06-30,2020.0,ONEM,68269G107,1LIFE HEALTHCARE INC,1070.99,522.515,548.475,377.643,142.68399999999997,-51.565000000000026,0.1332262672854088,-0.09401522403026578,,548.475,548.475,0.0,0.0,0.0,0.0,377.643,377.643,234.959,194.249,,63.707,-3.594,-88.717,22.374
036028,2020-12-31,2021-06-30,2020.0,ARQT,03969K108,ARCUTIS BIOTHERAPEUTICS INC,298.269,27.648,270.621,0.0,0.0,-136.523,0.0,-0.5044804357385421,,270.621,270.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.523,115.308,0.321,-113.033,-135.678,0.122
036037,2020-12-31,2021-06-30,2020.0,NYC,649439304,AMERICAN STRATEGIC INVEST CO,861.846,480.279,377.558,62.895,-8.711999999999996,-20.156999999999996,-0.010108534471355667,-0.053387823857526516,,377.558,377.558,0.0,0.0,0.0,0.0,62.895,62.895,71.607,11.445,,0.0,-13.578,-40.962,
036044,2020-12-31,2021-06-30,2020.0,TARA,74365U107,PROTARA THERAPEUTICS INC,203.157,3.914,199.243,0.0,0.0,-34.341,0.0,-0.17235737265550108,,199.243,199.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.341,11.982,0.884,-23.407,-33.978,0.103
036046,2020-12-31,2021-06-30,2020.0,IPV,46064A103,INTERPRIVATE ACQUISITION CRP,243.143,1.681,241.462,0.0,0.0,-2.523,0.0,-0.010448849094267422,,241.462,241.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.523,,0.0,-1.409,-0.933,0.0
036047,2020-12-31,2021-06-30,2020.0,INBC,45332V105,INBANKSHARES CORP,608.735,536.828,71.907,25.145,21.886,8.088,0.035953247307941874,0.11247861821519461,,71.907,71.907,,0.0,0.0,0.0,25.145,25.145,3.259,13.798,,0.436,-4.148,1.277,1.572
036048,2020-12-31,2021-06-30,2020.0,SOGP,53933L203,SOUND GROUP INC,70.577,44.832,25.745,228.691,58.962999999999994,-10.564000000000007,0.8354421412074755,-0.4103321033210335,,25.745,25.745,0.0,0.0,0.0,0.0,228.691,228.691,169.728,69.527,34.287,3.233,6.086,-12.506,2.932
036050,2020-12-31,2021-06-30,2020.0,CSPR,147626105,CASPER SLEEP INC,234.201,208.734,25.506,497.0,253.885,-58.513000000000034,1.0840474635035717,-2.2940876656473,,25.467,25.467,0.039,0.0,0.0,0.0,497.0,497.0,243.115,312.398,,15.935,-47.568,-89.555,15.979
