permno,permco,month,date,ticker,ncusip,shrcd,exchcd,siccd,ret,retx,ret_adj,shrout,price,market_equity,vol,prc
10028,7978,2020-08-31,2020-08-31,ELA,29402E10,11,2,5094,-0.082742,-0.082742,-0.082742,26924.0,3.88,104.46512,12420.0,3.88
10028,7978,2020-09-30,2020-09-30,ELA,29402E10,11,2,5094,0.10567,0.10567,0.10567,26924.0,4.29,115.50396,21894.0,4.29
10028,7978,2020-10-31,2020-10-30,ELA,29402E10,11,2,5094,-0.058275,-0.058275,-0.058275,26924.0,4.04,108.77296000000001,12867.0,4.04
10028,7978,2020-11-30,2020-11-30,ELA,29402E10,11,2,5094,0.143564,0.143564,0.143564,26925.0,4.62,124.3935,13428.0,4.62
10028,7978,2020-12-31,2020-12-31,ELA,29402E10,11,2,5094,0.125541,0.125541,0.125541,26925.0,5.2,140.01,21116.0,5.2
10032,7980,2020-01-31,2020-01-31,PLXS,72913210,11,3,3670,-0.075643,-0.075643,-0.075643,29222.0,71.12,2078.2686400000002,41351.0,71.12
10032,7980,2020-02-29,2020-02-28,PLXS,72913210,11,3,3670,-0.06707,-0.06707,-0.06707,29355.0,66.35,1947.7042499999998,27953.0,66.35
10032,7980,2020-03-31,2020-03-31,PLXS,72913210,11,3,3670,-0.177694,-0.177694,-0.177694,29355.0,54.56,1601.6088,49651.0,54.56
10032,7980,2020-04-30,2020-04-30,PLXS,72913210,11,3,3670,0.14901,0.14901,0.14901,29186.0,62.69,1829.67034,39465.0,62.69
10032,7980,2020-05-31,2020-05-29,PLXS,72913210,11,3,3670,0.024406,0.024406,0.024406,29186.0,64.22,1874.32492,33424.0,64.22
10032,7980,2020-06-30,2020-06-30,PLXS,72913210,11,3,3670,0.098723,0.098723,0.098723,29186.0,70.56,2059.36416,55420.0,70.56
10032,7980,2020-07-31,2020-07-31,PLXS,72913210,11,3,3670,0.052863,0.052863,0.052863,29214.0,74.29,2170.30806,51617.0,74.29
